398,335,498,332,499,346,400,349,DECEMBER
320,339,395,337,398,350,322,352,CINEMAS
359,312,412,309,416,326,363,329,AND
424,309,513,304,516,321,427,326,KINGS
300,339,318,338,319,351,302,353,###
292,317,352,313,355,329,295,333,GODS
281,281,502,266,510,299,289,314,EXODUS
501,331,515,330,518,346,504,347,###
567,234,621,229,623,244,569,249,eserved
567,253,620,250,623,265,570,268,Seating
419,27,457,21,462,34,425,40,CCTV
11,52,180,6,197,34,28,80,###
939,255,980,254,981,262,939,264,CAUTION
280,271,312,271,312,277,281,279,FROM
405,262,422,261,423,269,406,271,###
315,269,337,267,339,275,316,277,THE
341,267,401,263,402,270,341,274,DIRECTOR
428,260,500,255,502,263,429,268,GLADIATOR
327,353,491,347,492,353,328,361,###
422,43,476,32,481,40,443,49,###
