489,180,521,171,524,183,492,192,GAP
249,290,274,284,276,297,251,302,###
292,280,300,278,301,288,293,290,###
260,302,275,297,278,307,263,312,###
353,284,364,282,365,287,353,290,###
365,280,386,275,389,282,367,287,###
356,290,384,283,385,290,357,298,###
359,326,410,314,410,324,359,337,###
1105,369,1138,359,1139,369,1105,379,###
1138,360,1148,356,1151,365,1141,369,###
490,199,511,193,512,200,491,207,###
514,193,523,190,524,197,514,199,###
524,189,539,186,539,193,524,196,###
492,206,508,202,509,208,493,212,###
510,202,537,194,537,200,510,209,###
494,213,506,210,507,217,495,220,###
509,210,531,204,531,211,509,216,###
777,107,809,99,809,106,777,115,###
775,127,797,122,795,130,774,135,###
795,122,820,115,820,122,795,129,###
777,136,814,125,814,131,777,143,###
778,142,805,135,805,143,778,150,###
1061,78,1094,71,1094,81,1061,87,###
1064,88,1091,81,1091,92,1065,99,###
