1225,21,1277,20,1278,41,1226,43,###
278,121,338,113,346,161,286,170,GAP
616,283,656,276,658,304,618,310,###
373,164,396,159,401,186,378,191,###
523,173,577,169,578,188,525,191,###
532,219,573,213,576,241,535,248,###
441,293,460,290,460,304,441,306,###
986,116,1050,109,1058,145,995,153,SALE
450,173,478,170,484,195,455,198,###
400,328,416,325,419,335,404,338,###
609,274,654,265,656,272,611,280,###
657,39,716,35,718,47,659,51,###
255,212,275,208,288,241,268,245,###
570,142,600,137,602,149,572,154,###
