730,246,763,246,766,265,732,265,###
668,163,735,159,733,176,667,180,###
683,61,736,58,736,74,683,78,bpalette
887,38,917,36,917,64,887,65,###
673,210,732,209,735,261,676,263,###
365,58,612,39,617,78,370,96,SuperdryStore.
730,209,768,209,767,246,728,246,###
172,100,206,100,220,233,186,233,Superdry.
670,180,713,178,713,195,670,198,###
961,203,1017,191,1021,213,965,224,###
905,100,927,100,927,119,905,119,###
1228,25,1260,26,1261,37,1230,36,###
1175,52,1204,52,1204,65,1175,65,###
418,438,546,422,548,458,421,475,###
607,414,650,410,650,440,607,444,###
226,316,258,458,228,461,196,318,###
