1116,145,1145,142,1149,164,1120,167,###
1178,186,1228,181,1228,197,1178,202,###
380,144,462,133,464,152,382,163,SALE
238,84,307,98,307,117,238,103,###
235,1,297,16,303,75,238,58,ING
387,118,447,112,450,132,390,138,BIG
360,97,466,82,468,105,362,121,GREAT
1121,192,1178,186,1179,200,1122,206,###
1187,136,1219,133,1223,153,1192,156,###
554,129,582,135,584,171,556,166,###
582,139,596,141,597,174,583,172,###
595,146,619,151,622,181,599,176,###
562,106,577,110,579,133,564,129,###
578,115,618,131,618,149,578,133,###
96,1,235,1,236,51,97,14,###
