440,307,504,310,503,329,438,325,Therapist
416,335,468,343,465,358,413,350,Cleaner
1229,499,1274,500,1271,560,1225,558,###
1205,526,1224,530,1221,561,1202,558,###
1226,560,1261,562,1261,581,1226,578,###
1152,381,1192,382,1188,441,1148,440,###
1100,591,1180,598,1177,618,1097,611,Nature's
1174,24,1276,24,1278,62,1176,62,JEA
1140,468,1188,466,1186,485,1139,487,Hair
1191,464,1235,465,1232,490,1187,489,Spa
1187,596,1256,601,1252,623,1184,618,Perfect
392,76,484,76,485,101,393,101,JEAN
499,71,555,71,557,98,501,99,YIP
389,141,420,141,418,164,387,165,###
420,141,463,142,461,165,418,163,ARE
462,142,538,141,539,162,463,163,HIRING
406,191,470,191,470,201,406,199,###
393,216,407,215,407,230,393,230,###
393,246,409,245,409,260,394,260,###
396,276,410,276,410,293,396,293,###
397,305,413,304,414,321,398,321,###
399,333,414,333,415,350,400,350,###
405,215,433,217,433,232,405,230,Hair
434,215,506,215,505,234,434,234,Consultant
409,244,435,245,435,261,409,260,Hair
440,277,500,279,500,296,440,293,Assistant
436,245,479,249,478,267,435,263,Stylist
412,278,439,278,437,294,410,294,Hair
413,305,439,309,439,324,413,320,Spa
1150,348,1278,351,1279,381,1152,379,###
404,372,434,374,433,387,403,386,With
434,376,504,383,502,396,432,389,Experience
505,379,569,385,568,402,503,396,Preferred
437,392,477,397,475,412,435,407,Good
475,396,530,400,528,416,472,412,Benefits
449,449,518,462,516,487,446,474,Please
519,460,563,466,560,491,516,485,Call
445,475,506,485,503,514,442,504,8200
506,487,576,497,571,524,500,514,7403
493,515,520,520,519,538,491,534,###
460,533,526,546,524,570,459,556,Walk
525,542,553,545,553,574,525,570,###
456,560,566,580,566,603,456,583,Interview
474,604,537,616,536,637,473,624,THANK
537,620,585,628,586,647,537,639,YOU!
1196,414,1279,415,1279,442,1196,441,Botan
1240,465,1278,467,1279,492,1241,490,###
1258,600,1276,600,1277,623,1260,623,###
1203,384,1276,388,1277,414,1202,410,###
1097,614,1276,626,1275,718,1097,710,###
392,192,403,187,404,198,393,202,###
470,190,518,190,518,200,470,200,###
521,191,567,191,567,200,521,200,###
482,102,557,100,557,110,482,111,###
1144,436,1279,442,1277,468,1142,462,###
1181,532,1208,537,1208,559,1180,556,###
