577,98,618,95,618,112,577,115,Dare
897,156,908,155,907,170,896,171,###
476,127,500,126,502,147,478,148,###
500,128,513,124,517,139,500,138,###
655,144,686,138,688,186,657,192,###
646,142,656,141,656,157,646,158,###
686,137,716,135,717,159,687,161,###
303,106,323,101,325,112,305,117,###
839,176,845,175,845,184,839,184,###
285,105,305,103,307,130,287,132,###
850,172,867,171,868,191,851,193,###
869,171,884,169,885,180,869,181,###
954,148,963,148,963,161,954,161,###
619,97,638,95,638,109,619,111,###
642,94,727,81,729,98,643,111,Comparel
907,155,913,155,913,161,907,162,###
20,102,145,109,147,140,23,133,###
333,130,399,133,398,155,332,152,###
502,143,543,145,543,164,501,162,###
558,143,580,144,580,164,558,163,###
567,164,584,164,584,177,567,176,###
201,104,273,106,273,142,201,141,###
217,140,300,138,300,166,217,167,###
427,128,478,127,478,153,427,154,###
438,152,481,151,482,173,439,174,###
274,115,282,112,283,123,275,126,###
267,69,287,66,287,73,267,76,###
267,77,303,71,303,78,267,84,###
265,83,280,83,280,91,265,90,###
464,101,494,98,494,103,464,106,###
464,107,480,106,479,110,464,111,###
465,112,476,113,474,117,464,116,###
477,119,511,113,512,120,478,125,###
581,124,622,120,621,130,581,134,###
578,136,622,130,621,135,578,141,###
580,141,634,137,634,143,580,146,###
581,148,609,146,609,151,581,153,###
581,154,610,151,610,157,581,160,###
814,508,823,496,825,515,816,526,###
810,161,825,160,825,164,810,165,###
811,167,831,165,831,168,810,170,###
810,172,820,172,820,176,810,176,###
1189,267,1211,266,1211,282,1190,282,###
689,162,718,159,717,166,688,169,###
