1089,421,1277,441,1278,480,1090,460,Murdoch
1070,378,1109,380,1110,408,1070,405,###
1027,314,1038,315,1038,340,1027,339,###
1036,313,1139,319,1140,346,1037,340,multiply
1142,320,1182,321,1182,347,1142,346,###
1030,237,1135,237,1134,247,1030,246,###
1183,320,1274,322,1274,349,1184,347,routes
968,220,1141,218,1139,239,966,240,iMOD
1027,347,1120,350,1119,369,1026,366,success
1121,346,1180,347,1180,372,1121,371,with
1179,346,1273,350,1277,378,1183,375,double
1028,373,1067,376,1067,399,1027,396,It´s
1112,375,1190,381,1190,411,1112,405,choice
1090,461,1275,480,1274,502,1089,482,UNIVERSITY
1090,483,1131,489,1131,500,1090,494,###
1133,487,1193,496,1190,507,1131,499,###
1189,493,1275,503,1274,515,1188,505,###
185,340,231,344,230,357,185,354,###
206,305,244,306,244,315,206,315,###
208,291,230,291,230,300,208,301,###
549,183,624,178,624,186,549,191,ARS
547,172,626,167,626,176,547,182,###
868,146,945,140,945,151,868,157,###
862,159,942,153,944,163,864,169,###
