379,208,442,196,443,208,379,220,###
634,133,677,124,679,137,636,146,HOTTIS
335,169,411,158,416,199,340,209,Bon
410,158,524,133,530,177,416,202,Appetit!
593,140,633,133,636,147,596,155,CRATE
1009,109,1181,77,1186,122,1013,155,CREAM
352,212,379,207,381,219,354,224,THE
915,126,1000,109,1011,153,926,170,ICE
440,195,455,192,457,205,442,208,###
455,193,480,188,482,200,457,205,###
478,186,528,179,529,193,479,201,###
283,205,333,188,338,206,287,223,Quick
291,220,332,204,339,219,297,235,###
186,269,216,254,224,270,194,284,BIG
