336,221,419,213,422,241,339,248,LITTLE
619,266,663,267,662,275,619,274,###
662,265,679,265,679,275,662,275,###
680,264,708,260,708,270,680,274,YDU
708,261,729,257,730,267,709,271,###
630,277,704,272,704,282,630,286,###
703,269,729,267,729,278,703,281,###
700,304,715,302,715,313,700,315,###
700,317,716,315,715,327,700,329,###
959,238,980,239,978,248,957,247,TH S
981,240,1006,238,1006,247,980,249,###
1007,238,1021,237,1021,246,1006,246,###
1023,237,1046,233,1045,242,1022,246,###
972,247,1041,244,1040,255,970,257,HOME-GROW
1036,274,1048,273,1047,282,1035,283,###
1034,283,1046,282,1047,294,1035,296,###
