412,190,472,187,474,206,414,209,GCHA
416,96,456,120,457,170,414,155,###
952,226,1006,227,1005,240,952,239,###
954,241,1001,242,1002,255,955,253,FESIAT
1040,126,1221,115,1222,130,1041,140,###
856,39,906,4,910,41,861,76,bos
229,140,393,139,394,151,230,152,###
228,92,383,90,383,139,228,141,Delifrance
950,250,990,255,989,263,949,258,###
982,338,1048,349,1043,374,977,363,###
944,392,998,403,993,423,939,413,###
994,403,1034,412,1030,433,990,424,###
955,449,993,460,990,490,952,478,###
990,461,1042,475,1042,505,990,491,###
293,224,352,225,351,280,292,279,###
