561,180,589,176,590,191,562,194,###
538,181,599,157,616,201,555,224,###
182,163,215,158,216,174,183,178,###
191,104,228,105,229,137,192,136,###
1050,11,1157,8,1159,34,1052,36,aucre
1045,164,1191,146,1196,185,1049,203,BROWNIES
1072,204,1179,192,1181,234,1075,246,LOAVES
1086,255,1176,242,1178,277,1088,291,TARTS
1066,304,1199,283,1202,322,1069,343,PARFAITS
1066,348,1207,327,1211,366,1070,387,PUDDINGS
1061,397,1141,384,1143,424,1063,437,PUSH
1141,386,1218,373,1225,411,1148,424,###
1072,443,1217,417,1221,456,1077,482,WHOOPIES
