123,445,177,433,180,454,126,466,###
302,361,330,355,334,379,306,385,###
566,458,606,447,615,471,575,482,###
621,444,633,462,624,467,612,450,###
625,439,658,420,669,440,636,459,cool
933,465,1025,437,1030,455,939,483,merci
1086,444,1182,411,1198,432,1102,465,###
722,527,867,483,876,510,731,554,merci
491,570,532,560,534,578,494,588,###
488,623,531,613,533,629,489,639,###
180,140,234,134,241,168,186,174,###
301,129,356,119,356,137,301,147,###
720,88,766,75,766,96,720,108,###
1226,153,1273,142,1267,178,1220,189,###
1221,126,1250,119,1253,140,1224,147,###
1141,158,1205,146,1203,189,1139,201,###
810,204,841,201,848,224,817,227,###
818,237,881,221,890,264,827,280,###
1080,187,1130,178,1135,223,1085,232,###
1136,130,1161,127,1170,154,1145,157,###
1081,157,1108,152,1113,174,1086,179,###
634,328,708,307,709,321,635,341,###
467,335,490,330,496,354,473,359,###
394,359,419,352,420,370,395,377,###
228,393,254,389,257,413,231,417,###
49,468,99,455,101,473,51,487,###
60,492,122,476,127,515,65,530,###
750,577,891,538,897,558,756,597,###
321,576,372,565,370,614,318,625,###
201,702,274,674,277,691,204,719,###
1153,582,1193,567,1216,605,1175,620,###
1064,626,1102,606,1118,642,1080,662,###
1121,581,1142,574,1155,589,1134,596,###
1150,680,1241,657,1236,678,1145,701,###
574,485,645,464,649,477,578,498,###
738,181,761,173,765,180,742,188,###
356,257,381,253,386,270,361,274,###
99,311,121,307,125,323,103,327,###
685,434,712,425,715,438,688,447,###
518,485,541,480,541,491,518,496,###
446,505,466,501,466,512,446,516,###
357,525,379,521,382,538,360,542,###
276,546,305,539,301,555,272,563,###
191,569,217,562,218,574,192,581,###
115,585,141,579,140,595,114,601,###
114,706,155,682,170,694,129,718,###
1008,551,1025,545,1026,557,1009,564,###
1147,502,1170,494,1173,502,1150,510,###
