957,189,1042,186,1041,216,956,218,BODY
1048,188,1142,187,1142,215,1048,216,SHOP
762,225,839,203,845,241,767,263,###
734,310,817,318,816,330,733,322,###
765,283,808,286,807,299,764,297,01-62
744,206,779,188,786,208,751,225,###
891,190,948,190,949,216,892,216,THE
482,222,540,222,540,244,481,244,FREE
898,242,947,243,947,266,898,265,NEW
949,243,1062,244,1062,267,950,267,LOCATION
1146,261,1212,275,1206,303,1140,289,NEW
897,264,927,265,927,280,897,280,###
925,266,943,266,942,281,925,281,###
943,266,958,267,958,281,942,281,###
957,266,1028,266,1027,282,956,281,###
443,242,553,244,554,255,445,252,###
432,226,478,227,479,240,432,239,###
