868,168,905,168,905,184,868,184,MEN
866,183,904,185,903,203,865,202,KIDS
588,159,611,160,610,219,587,218,SALE
868,138,890,139,889,166,868,165,###
861,208,891,210,894,235,864,233,###
631,66,675,68,667,178,623,176,SALE
859,257,881,260,878,289,856,285,###
533,63,573,64,568,171,528,170,SALE
856,286,917,292,916,311,855,305,LADIES
860,235,922,240,923,260,861,254,LADIES
906,186,937,187,937,205,906,204,0-8
937,187,970,190,970,207,937,205,YRS
886,369,955,379,946,463,877,453,###
875,115,940,117,939,133,875,131,Sanlas
877,137,935,139,936,150,878,149,###
882,155,921,157,920,168,881,167,###
331,56,348,56,345,83,328,83,###
375,168,396,169,393,221,372,220,###
552,199,573,201,572,244,552,242,###
