886,346,923,326,928,339,891,359,LONG
861,336,892,341,887,360,856,355,DAY
845,210,905,211,906,223,846,221,###
845,224,912,223,910,235,842,236,###
825,191,878,176,885,195,831,210,FRENCH
852,248,900,248,901,259,853,259,###
836,259,916,259,917,273,837,273,###
831,283,876,281,876,296,831,298,###
885,179,935,196,928,213,878,195,BREAD
876,281,921,281,921,295,876,295,###
832,306,863,305,865,320,833,321,###
835,323,866,343,857,358,826,338,ALL
858,305,923,306,925,319,860,318,###
939,69,964,60,966,75,940,85,###
963,59,977,55,979,71,966,75,###
974,55,1045,31,1048,47,978,72,###
1041,29,1055,25,1060,42,1046,46,###
1054,26,1069,21,1074,38,1058,43,###
1067,23,1135,0,1142,15,1075,38,###
721,223,748,221,748,231,721,232,###
723,233,747,232,747,241,723,242,###
719,253,751,252,751,261,719,261,###
722,263,747,263,747,272,722,272,###
715,199,755,197,755,220,714,222,###
870,143,887,144,886,162,869,162,###
731,162,738,159,738,177,731,179,###
944,1,958,1,1088,1,944,66,###
