265,100,341,94,342,114,266,120,###
1087,336,1128,336,1130,353,1088,353,2198
848,610,892,621,883,648,840,636,299
680,455,711,455,712,475,681,475,769
201,203,277,210,277,234,201,226,SAMSUNG
716,455,752,454,753,470,717,471,1249
2,208,158,199,161,231,5,240,SAMSUNG
853,345,887,344,888,361,855,363,1098
685,604,713,625,698,660,670,639,199
737,536,805,539,803,565,736,563,acer
1046,336,1083,335,1085,353,1047,354,2298
226,608,262,584,268,609,232,633,###
935,341,968,341,970,359,936,359,1398
267,186,346,180,346,191,267,198,###
688,390,716,390,717,403,690,403,###
880,604,902,607,901,619,879,616,###
881,592,901,596,903,608,882,605,###
972,467,1011,466,1012,475,974,476,###
1080,460,1119,459,1120,468,1081,469,###
759,472,799,472,799,481,759,481,###
1040,625,1061,625,1064,644,1042,644,###
940,699,951,698,953,718,942,719,###
950,697,1022,694,1025,719,955,719,1198
803,354,816,354,816,365,803,365,###
