487,548,540,555,537,571,484,565,###
545,555,603,563,600,579,542,571,HEBE
707,200,771,211,768,227,704,215,WORTH
773,210,843,223,839,239,769,226,WAITING
845,223,884,229,881,246,842,239,FOR
711,121,892,150,883,228,702,199,SALE
593,227,625,232,623,250,591,245,###
721,104,753,110,750,126,718,121,THE
584,272,643,280,640,300,582,291,HERE
500,456,534,461,531,473,498,468,OCBC
502,306,548,312,544,332,498,326,ALL
497,352,579,364,574,385,492,373,ROUND
1057,409,1089,413,1089,429,1057,424,SALE
585,306,756,329,753,341,582,318,###
807,321,965,345,964,355,806,331,###
737,229,845,246,844,257,735,240,###
714,239,865,264,864,275,713,250,###
741,257,836,273,835,285,740,269,###
534,461,557,465,555,477,532,473,Ban
550,313,577,317,574,336,547,332,###
546,221,590,227,587,243,543,237,###
1081,446,1092,448,1091,457,1080,456,###
1052,452,1065,454,1065,462,1052,461,###
1066,454,1088,457,1087,466,1065,463,###
1089,457,1121,461,1121,470,1088,467,###
850,336,923,348,922,358,849,346,###
594,320,743,341,741,352,593,331,###
677,392,715,374,721,382,682,400,###
569,464,599,440,605,448,575,472,###
628,465,664,438,670,446,634,472,###
681,460,713,445,718,454,686,469,###
891,441,932,433,935,442,894,450,###
829,390,870,378,872,385,831,397,###
487,401,566,412,566,421,486,410,###
486,410,564,421,564,430,486,419,###
