902,263,943,263,945,281,903,281,###
971,178,986,176,987,205,972,206,###
871,136,931,129,931,146,871,154,ISLAND
930,126,1041,111,1043,134,932,149,ADMISSIONS
882,156,921,153,921,171,882,175,AND
870,100,1045,74,1043,108,868,134,UNLIMITED
920,149,1031,139,1031,161,920,171,PRIVILEGES!
983,178,1038,173,1040,220,985,225,25!
921,70,973,60,976,81,923,91,ENJOY
966,256,1018,258,1018,279,966,278,HERE
943,260,967,259,967,279,943,280,###
891,455,1064,483,1061,506,887,478,###
145,231,201,227,201,248,145,252,###
657,35,711,0,725,48,675,102,###
713,110,773,90,775,110,715,130,###
706,151,777,138,780,158,709,171,###
723,173,767,164,770,180,726,190,###
733,125,749,123,751,142,736,144,###
