186,248,205,246,207,268,188,270,###
269,246,295,244,292,267,266,269,###
136,206,157,204,156,215,135,217,###
158,200,193,200,192,214,157,214,week
196,197,220,197,220,214,196,214,###
221,147,286,143,290,174,226,178,1KG
135,218,176,215,176,235,135,238,my4
125,146,215,143,218,182,128,185,LOSE
176,218,236,214,236,232,176,236,simple
233,213,285,210,286,232,235,235,steps
140,253,168,250,170,272,142,275,###
228,252,245,251,247,267,230,268,###
742,96,840,63,840,97,742,131,###
142,278,176,278,176,285,142,285,###
1,163,67,157,68,171,2,177,###
1,209,27,207,27,221,1,223,###
185,275,214,277,214,284,185,282,###
223,276,254,272,256,280,225,284,###
267,273,296,270,297,280,268,283,###
1044,28,1124,17,1125,32,1045,43,###
