212,130,253,129,254,145,213,147,###
104,150,136,142,138,153,105,162,###
863,0,879,0,885,86,869,86,###
917,137,968,133,969,151,918,155,JATZ
983,138,1040,126,1043,144,989,160,Shapes
1048,133,1105,118,1111,138,1054,154,###
1117,132,1182,110,1188,127,1122,150,Shapes
1196,118,1266,103,1271,124,1201,140,###
941,175,971,173,971,185,941,187,JATZ
1037,245,1071,226,1073,238,1039,257,###
539,21,559,23,571,131,551,128,VIETNAM
103,224,179,198,182,213,107,238,###
238,42,365,0,372,25,246,67,INTERNATIONAL
107,208,157,191,159,201,109,218,###
919,41,955,30,958,46,922,57,###
956,33,991,22,993,37,958,48,###
1041,19,1075,6,1080,18,1047,31,###
470,105,492,102,494,111,469,115,###
470,128,499,124,500,135,471,140,###
470,140,499,136,500,147,471,151,###
122,234,170,216,174,226,126,244,###
115,248,129,242,133,251,119,257,###
129,241,158,230,162,238,133,250,###
159,230,183,222,187,230,162,238,###
120,255,139,247,144,257,124,264,###
139,246,186,230,190,240,143,256,###
511,103,545,100,546,112,512,115,###
